status_id,permalink_url
558429457587216_1394717163958437,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394717163958437/
558429457587216_1390806147682872,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1390806147682872/
558429457587216_1393920020704818,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1393920020704818/
558429457587216_1394859237277563,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394859237277563/
558429457587216_1390892157674271,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1390892157674271/
558429457587216_1394874377276049,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394874377276049/
558429457587216_1371159706314183,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1371159706314183/
558429457587216_1394021847361302,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394021847361302/
558429457587216_1393781300718690,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1393781300718690/
558429457587216_1394773103952843,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394773103952843/
558429457587216_1389961254434028,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1389961254434028/
558429457587216_1394710460625774,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394710460625774/
558429457587216_1394434400653380,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394434400653380/
558429457587216_1392176490879171,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1392176490879171/
558429457587216_1392411387522348,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1392411387522348/
558429457587216_1363298460433641,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1363298460433641/
558429457587216_1390853177678169,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1390853177678169/
558429457587216_1393421277421359,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1393421277421359/
558429457587216_1394701753959978,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394701753959978/
558429457587216_1394699433960210,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394699433960210/
558429457587216_1394593123970841,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394593123970841/
558429457587216_1394598470636973,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394598470636973/
558429457587216_1393763444053809,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1393763444053809/
558429457587216_1393233504106803,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1393233504106803/
558429457587216_1394570340639786,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394570340639786/
558429457587216_1392728080824012,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1392728080824012/
558429457587216_1394083654021788,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394083654021788/
558429457587216_1393751844054969,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1393751844054969/
558429457587216_1394384813991672,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1394384813991672/
558429457587216_1393926057370881,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1393926057370881/
558429457587216_1393899014040252,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1393899014040252/
558429457587216_1393872397376247,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1393872397376247/
558429457587216_1393400537423433,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1393400537423433/
